Solving 9×9 grid using CONSTRAINT PROGRAMMING
Method: OR-Tools CP-SAT (guaranteed optimal)

Testing config 1993... → 15.0 tiles
Testing config 1994... → 15.0 tiles
Testing config 1995... → 16.0 tiles
Testing config 1996... → 16.0 tiles
Testing config 1997... → 16.0 tiles
Testing config 1998... → 15.0 tiles
Testing config 1999... → 15.0 tiles
Testing config 2000... → 15.0 tiles
Testing config 2001... → 16.0 tiles
Testing config 2002... → 15.0 tiles
Testing config 2003... → 15.0 tiles
Testing config 2004... → 15.0 tiles
Testing config 2005... → 16.0 tiles
Testing config 2006... → 16.0 tiles
Testing config 2007... → 15.0 tiles
Testing config 2008... → 16.0 tiles
Testing config 2009... → 16.0 tiles
Testing config 2010... → 16.0 tiles
Testing config 2011... → 16.0 tiles
Testing config 2012... → 15.0 tiles
Testing config 2013... → 16.0 tiles
Testing config 2014... → 15.0 tiles
Testing config 2015... → 15.0 tiles
Testing config 2016... → 16.0 tiles
Testing config 2017... → 16.0 tiles
Testing config 2018... → 15.0 tiles
Testing config 2019... → 15.0 tiles
Testing config 2020... → 16.0 tiles
Testing config 2021... → 16.0 tiles
Testing config 2022... → 15.0 tiles
Testing config 2023... → 16.0 tiles
Testing config 2024... → 15.0 tiles
Testing config 2025... → 15.0 tiles
Testing config 2026... → 15.0 tiles
Testing config 2027... → 15.0 tiles
Testing config 2028... → 14.0 tiles
Testing config 2029... → 15.0 tiles
Testing config 2030... → 16.0 tiles
Testing config 2031... → 15.0 tiles
Testing config 2032... → 16.0 tiles
Testing config 2033... → 16.0 tiles
Testing config 2034... → 16.0 tiles
Testing config 2035... → 16.0 tiles
Testing config 2036... → 15.0 tiles
Testing config 2037... → 16.0 tiles
Testing config 2038... → 15.0 tiles
Testing config 2039... → 15.0 tiles
Testing config 2040... → 16.0 tiles
Testing config 2041... → 16.0 tiles
Testing config 2042... → 15.0 tiles
Testing config 2043... → 15.0 tiles
Testing config 2044... → 15.0 tiles
Testing config 2045... → 15.0 tiles
Testing config 2046... → 15.0 tiles
Testing config 2047... → 15.0 tiles
Testing config 2048... → 16.0 tiles
Testing config 2049... → 16.0 tiles
Testing config 2050... → 16.0 tiles
Testing config 2051... → 16.0 tiles
Testing config 2052... → 15.0 tiles
Testing config 2053... → 16.0 tiles
Testing config 2054... → 15.0 tiles
Testing config 2055... → 16.0 tiles
Testing config 2056... → 16.0 tiles
Testing config 2057... → 16.0 tiles
Testing config 2058... → 15.0 tiles
Testing config 2059... → 16.0 tiles
Testing config 2060... → 15.0 tiles
Testing config 2061... → 15.0 tiles
Testing config 2062... → 16.0 tiles
Testing config 2063... → 16.0 tiles
Testing config 2064... → 15.0 tiles
Testing config 2065... → 16.0 tiles
Testing config 2066... → 15.0 tiles
Testing config 2067... → 15.0 tiles
Testing config 2068... → 15.0 tiles
Testing config 2069... → 15.0 tiles
Testing config 2070... → 15.0 tiles
Testing config 2071... → 15.0 tiles
Testing config 2072... → 15.0 tiles
Testing config 2073... → 15.0 tiles
Testing config 2074... → 15.0 tiles
Testing config 2075... → 15.0 tiles
Testing config 2076... → 14.0 tiles
Testing config 2077... → 15.0 tiles
Testing config 2078... → 14.0 tiles
Testing config 2079... → 15.0 tiles
Testing config 2080... → 15.0 tiles
Testing config 2081... → 15.0 tiles
Testing config 2082... → 14.0 tiles
Testing config 2083... → 15.0 tiles
Testing config 2084... → 14.0 tiles
Testing config 2085... → 14.0 tiles
Testing config 2086... → 15.0 tiles
Testing config 2087... → 15.0 tiles
Testing config 2088... → 14.0 tiles
Testing config 2089... → 15.0 tiles
Testing config 2090... → 16.0 tiles
Testing config 2091... → 16.0 tiles
Testing config 2092... → 15.0 tiles
Testing config 2093... → 15.0 tiles
Testing config 2094... → 16.0 tiles
Testing config 2095... → 15.0 tiles
Testing config 2096... → 16.0 tiles
Testing config 2097... → 16.0 tiles
Testing config 2098... → 16.0 tiles
Testing config 2099... → 16.0 tiles
Testing config 2100... → 15.0 tiles
Testing config 2101... → 16.0 tiles
Testing config 2102... → 16.0 tiles
Testing config 2103... → 15.0 tiles
Testing config 2104... → 16.0 tiles
Testing config 2105... → 16.0 tiles
Testing config 2106... → 16.0 tiles
Testing config 2107... → 16.0 tiles
Testing config 2108... → 15.0 tiles
Testing config 2109... → 16.0 tiles
Testing config 2110... → 15.0 tiles
Testing config 2111... → 15.0 tiles
Testing config 2112... → 16.0 tiles
Testing config 2113... → 16.0 tiles
Testing config 2114... → 15.0 tiles
Testing config 2115... → 16.0 tiles
Testing config 2116... → 16.0 tiles
Testing config 2117... → 16.0 tiles
Testing config 2118... → 15.0 tiles
Testing config 2119... → 15.0 tiles
Testing config 2120... → 15.0 tiles
Testing config 2121... → 16.0 tiles
Testing config 2122... → 15.0 tiles
Testing config 2123... → 15.0 tiles
Testing config 2124... → 15.0 tiles
Testing config 2125... → 16.0 tiles
Testing config 2126... → 16.0 tiles
Testing config 2127... → 15.0 tiles
Testing config 2128... → 16.0 tiles
Testing config 2129... → 16.0 tiles
Testing config 2130... → 16.0 tiles
Testing config 2131... → 16.0 tiles
Testing config 2132... → 15.0 tiles
Testing config 2133... → 16.0 tiles
Testing config 2134... → 15.0 tiles
Testing config 2135... → 15.0 tiles
Testing config 2136... → 16.0 tiles
Testing config 2137... → 16.0 tiles
Testing config 2138... → 15.0 tiles
Testing config 2139... → 15.0 tiles
Testing config 2140... → 16.0 tiles
Testing config 2141... → 16.0 tiles
Testing config 2142... → 15.0 tiles
Testing config 2143... → 16.0 tiles
Testing config 2144... → 15.0 tiles
Testing config 2145... → 15.0 tiles
Testing config 2146... → 15.0 tiles
Testing config 2147... → 15.0 tiles
Testing config 2148... → 14.0 tiles
Testing config 2149... → 15.0 tiles
Testing config 2150... → 16.0 tiles
Testing config 2151... → 15.0 tiles
Testing config 2152... → 16.0 tiles
Testing config 2153... → 16.0 tiles
Testing config 2154... → 16.0 tiles
Testing config 2155... → 16.0 tiles
Testing config 2156... → 15.0 tiles
Testing config 2157... → 16.0 tiles
Testing config 2158... → 15.0 tiles
Testing config 2159... → 15.0 tiles
Testing config 2160... → 16.0 tiles
Testing config 2161... → 16.0 tiles
Testing config 2162... → 16.0 tiles
Testing config 2163... → 16.0 tiles
Testing config 2164... → 16.0 tiles
Testing config 2165... → 16.0 tiles
Testing config 2166... → 16.0 tiles
Testing config 2167... → 16.0 tiles
Testing config 2168... → 15.0 tiles
Testing config 2169... → 15.0 tiles
Testing config 2170... → 15.0 tiles
Testing config 2171... → 15.0 tiles
Testing config 2172... → 15.0 tiles
Testing config 2173... → 15.0 tiles
Testing config 2174... → 16.0 tiles
Testing config 2175... → 16.0 tiles
Testing config 2176... → 15.0 tiles
Testing config 2177... → 15.0 tiles
Testing config 2178... → 16.0 tiles
Testing config 2179... → 15.0 tiles
Testing config 2180... → 16.0 tiles
Testing config 2181... → 16.0 tiles
Testing config 2182... → 15.0 tiles
Testing config 2183... → 15.0 tiles
Testing config 2184... → 16.0 tiles
Testing config 2185... → 15.0 tiles
Testing config 2186... → 16.0 tiles
Testing config 2187... → 16.0 tiles
Testing config 2188... → 16.0 tiles
Testing config 2189... → 16.0 tiles
Testing config 2190... → 16.0 tiles
Testing config 2191... → 16.0 tiles
Testing config 2192... → 16.0 tiles
Testing config 2193... → 16.0 tiles
Testing config 2194... → 16.0 tiles
Testing config 2195... → 16.0 tiles
Testing config 2196... → 15.0 tiles
Testing config 2197... → 16.0 tiles
Testing config 2198... → 15.0 tiles
Testing config 2199... → 16.0 tiles
Testing config 2200... → 16.0 tiles
Testing config 2201... → 16.0 tiles
Testing config 2202... → 15.0 tiles
Testing config 2203... → 16.0 tiles
Testing config 2204... → 15.0 tiles
Testing config 2205... → 15.0 tiles
Testing config 2206... → 16.0 tiles
Testing config 2207... → 16.0 tiles
Testing config 2208... → 15.0 tiles
Testing config 2209... → 16.0 tiles
Testing config 2210... → 15.0 tiles
Testing config 2211... → 15.0 tiles
Testing config 2212... → 14.0 tiles
Testing config 2213... → 14.0 tiles
Testing config 2214... → 15.0 tiles
Testing config 2215... → 14.0 tiles
Testing config 2216... → 15.0 tiles
Testing config 2217... → 15.0 tiles
Testing config 2218... → 15.0 tiles
Testing config 2219... → 15.0 tiles
Testing config 2220... → 14.0 tiles
Testing config 2221... → 15.0 tiles
Testing config 2222... → 15.0 tiles
Testing config 2223... → 14.0 tiles
Testing config 2224... → 15.0 tiles
Testing config 2225... → 15.0 tiles
Testing config 2226... → 15.0 tiles
Testing config 2227... → 15.0 tiles
Testing config 2228... → 15.0 tiles
Testing config 2229... → 15.0 tiles
Testing config 2230... → 15.0 tiles
Testing config 2231... → 15.0 tiles
Testing config 2232... → 15.0 tiles
Testing config 2233... → 15.0 tiles
Testing config 2234... → 16.0 tiles
Testing config 2235... → 16.0 tiles
Testing config 2236... → 15.0 tiles
Testing config 2237... → 15.0 tiles
Testing config 2238... → 15.0 tiles
Testing config 2239... → 15.0 tiles
Testing config 2240... → 16.0 tiles
Testing config 2241... → 16.0 tiles
Testing config 2242... → 16.0 tiles
Testing config 2243... → 16.0 tiles
Testing config 2244... → 16.0 tiles
Testing config 2245... → 16.0 tiles
Testing config 2246... → 15.0 tiles
Testing config 2247... → 14.0 tiles
Testing config 2248... → 15.0 tiles
Testing config 2249... → 15.0 tiles
Testing config 2250... → 15.0 tiles
Testing config 2251... → 15.0 tiles
Testing config 2252... → 16.0 tiles
Testing config 2253... → 15.0 tiles
Testing config 2254... → 16.0 tiles
Testing config 2255... → 16.0 tiles
Testing config 2256... → 15.0 tiles
Testing config 2257... → 15.0 tiles
Testing config 2258... → 16.0 tiles
Testing config 2259... → 16.0 tiles
Testing config 2260... → 15.0 tiles
Testing config 2261... → 15.0 tiles
Testing config 2262... → 16.0 tiles
Testing config 2263... → 15.0 tiles
Testing config 2264... → 16.0 tiles
Testing config 2265... → 16.0 tiles
Testing config 2266... → 16.0 tiles
Testing config 2267... → 16.0 tiles
Testing config 2268... → 15.0 tiles
Testing config 2269... → 16.0 tiles
Testing config 2270... → 15.0 tiles
Testing config 2271... → 14.0 tiles
Testing config 2272... → 15.0 tiles
Testing config 2273... → 15.0 tiles
Testing config 2274... → 15.0 tiles
Testing config 2275... → 15.0 tiles
Testing config 2276... → 16.0 tiles
Testing config 2277... → 15.0 tiles
Testing config 2278... → 16.0 tiles
Testing config 2279... → 16.0 tiles
Testing config 2280... → 15.0 tiles
Testing config 2281... → 15.0 tiles
Testing config 2282... → 16.0 tiles
Testing config 2283... → 16.0 tiles
Testing config 2284... → 16.0 tiles
Testing config 2285... → 16.0 tiles
Testing config 2286... → 16.0 tiles
Testing config 2287... → 16.0 tiles
Testing config 2288... → 15.0 tiles
Testing config 2289... → 15.0 tiles
Testing config 2290... → 15.0 tiles
Testing config 2291... → 15.0 tiles
Testing config 2292... → 15.0 tiles
Testing config 2293... → 15.0 tiles
Testing config 2294... → 16.0 tiles
Testing config 2295... → 16.0 tiles
Testing config 2296... → 15.0 tiles
Testing config 2297... → 15.0 tiles
Testing config 2298... → 16.0 tiles
Testing config 2299... → 15.0 tiles
Testing config 2300... → 16.0 tiles
Testing config 2301... → 16.0 tiles
Testing config 2302... → 15.0 tiles
Testing config 2303... → 15.0 tiles
Testing config 2304... → 16.0 tiles
Testing config 2305... → 15.0 tiles
Testing config 2306... → 16.0 tiles
Testing config 2307... → 16.0 tiles
Testing config 2308... → 16.0 tiles
Testing config 2309... → 16.0 tiles
Testing config 2310... → 16.0 tiles
Testing config 2311... → 16.0 tiles
Testing config 2312... → 16.0 tiles
Testing config 2313... → 16.0 tiles
Testing config 2314... → 16.0 tiles
Testing config 2315... → 16.0 tiles
Testing config 2316... → 15.0 tiles
Testing config 2317... → 16.0 tiles
Testing config 2318... → 15.0 tiles
Testing config 2319... → 16.0 tiles
Testing config 2320... → 16.0 tiles
Testing config 2321... → 16.0 tiles
Testing config 2322... → 15.0 tiles
Testing config 2323... → 16.0 tiles
Testing config 2324... → 15.0 tiles
Testing config 2325... → 15.0 tiles
Testing config 2326... → 16.0 tiles
Testing config 2327... → 16.0 tiles
Testing config 2328... → 15.0 tiles
Testing config 2329... → 16.0 tiles
Testing config 2330... → 16.0 tiles
Testing config 2331... → 16.0 tiles
Testing config 2332... → 15.0 tiles
Testing config 2333... → 15.0 tiles
Testing config 2334... → 16.0 tiles
Testing config 2335... → 15.0 tiles
Testing config 2336... → 15.0 tiles
Testing config 2337... → 15.0 tiles
Testing config 2338... → 15.0 tiles
Testing config 2339... → 15.0 tiles
Testing config 2340... → 14.0 tiles
Testing config 2341... → 15.0 tiles
Testing config 2342... → 16.0 tiles
Testing config 2343... → 15.0 tiles
Testing config 2344... → 15.0 tiles
Testing config 2345... → 15.0 tiles
Testing config 2346... → 16.0 tiles
Testing config 2347... → 15.0 tiles
Testing config 2348... → 15.0 tiles
Testing config 2349... → 15.0 tiles
Testing config 2350... → 15.0 tiles
Testing config 2351... → 15.0 tiles
Testing config 2352... → 16.0 tiles
Testing config 2353... → 15.0 tiles
Testing config 2354... → 15.0 tiles
Testing config 2355... → 16.0 tiles
Testing config 2356... → 15.0 tiles
Testing config 2357... → 15.0 tiles
Testing config 2358... → 16.0 tiles
Testing config 2359... → 15.0 tiles
Testing config 2360... → 16.0 tiles
Testing config 2361... → 16.0 tiles
Testing config 2362... → 16.0 tiles
Testing config 2363... → 16.0 tiles
Testing config 2364... → 16.0 tiles
Testing config 2365... → 16.0 tiles
Testing config 2366... → 16.0 tiles
Testing config 2367... → 15.0 tiles
Testing config 2368... → 15.0 tiles
Testing config 2369... → 15.0 tiles
Testing config 2370... → 16.0 tiles
Testing config 2371... → 15.0 tiles
Testing config 2372... → 15.0 tiles
Testing config 2373... → 15.0 tiles
Testing config 2374... → 16.0 tiles
Testing config 2375... → 16.0 tiles
Testing config 2376... → 16.0 tiles
Testing config 2377... → 15.0 tiles
Testing config 2378... → 15.0 tiles
Testing config 2379... → 15.0 tiles
Testing config 2380... → 15.0 tiles
Testing config 2381... → 15.0 tiles
Testing config 2382... → 15.0 tiles
Testing config 2383... → 15.0 tiles
Testing config 2384... → 16.0 tiles
Testing config 2385... → 16.0 tiles
Testing config 2386... → 16.0 tiles
Testing config 2387... → 16.0 tiles
Testing config 2388... → 15.0 tiles
Testing config 2389... → 16.0 tiles
Testing config 2390... → 16.0 tiles
Testing config 2391... → 15.0 tiles
Testing config 2392... → 15.0 tiles
Testing config 2393... → 15.0 tiles
Testing config 2394... → 16.0 tiles
Testing config 2395... → 15.0 tiles
Testing config 2396... → 15.0 tiles
Testing config 2397... → 15.0 tiles
Testing config 2398... → 16.0 tiles
Testing config 2399... → 16.0 tiles
Testing config 2400... → 16.0 tiles
Testing config 2401... → 15.0 tiles
Testing config 2402... → 16.0 tiles
Testing config 2403... → 16.0 tiles
